lyrics_filename,mood,lyrics,mood_cats
Fall_Out_Boy___Youre_Crashing__But_Youre_No_Wave,happy,"'You’re Crashing, But You’re No Wave Lyrics[Verse 1]\nThe D.A. is dressed to the nines\nIn the mirror, he practices all his lines\nTo his closing argument, twelve hearts beat in favor\nI\'m guessing that he read the morning paper\nThe headline reads ""The man hangs""\nBut the jury doesn\'t\n\n[Pre-Chorus 1]\nAnd everyone\'s looking for relief\nUnited States versus disbelief\nMothers cast tears on both sides of the aisle\nClear your throat and face the world\nThe verdict falls like bachelors for bad luck girls\nOnly breathing with the aid of denial\n[Chorus]\nCase open, case shut, but you could pay to close it like a casket\nBaby boy can\'t lift his headache head, isn\'t it tragic?\nOh-oh\n\n[Post-Chorus]\nOhhh, ohhh, ohhh, ohhh, ohhh...\n\n[Verse 2]\nHe glances at his peers sitting seven to twelve stacked\nOn one to six, the gallery is hushed...\nBoys in three pieces dream of grandstanding and bravado\nThe city sleeps in a cell, notwithstanding what we all know\nHang on a rope or bated breath\nWhichever you prefer\n\n[Pre-Chorus 2]\nAnd everyone\'s looking for relief\nA bidding war for an old flame\'s grief\nThe cause, the kid, the course, the charm, and the curse\nNot a word that could make you comprehend\nToo well dressed for the witness stand\nThe press prays for whichever headline\'s worse\n\n[Chorus]\nCase open, case shut, but you could pay to close it like a casket\nBaby boy can\'t lift his headache head, isn\'t it tragic?\nOh-oh\nYou might also like[Bridge]\nFresh pressed suit and tie, unimpressed birds sing and die\nCan talk my way out of anything\nThe foreman reads the verdict, ""In the above entitled actions\nWe find the defendant guilty, guilty, guilty, guilty...""\n\n[Chorus]\nCase open, case shut, but you could pay to close it like a casket\nBaby boy can\'t lift his headache head, isn\'t it tragic?\nCase open, case shut, but you could pay to close it like a casket\nBaby boy can\'t lift his headache head, isn\'t it tragic?\nOh-oh\n\n[Post-Chorus]\nOhhh, ohhh, ohhh, ohhh, ohhh...12Embed', 'default'",0
Antony__The_Johnsons___Hitler_In_My_Heart,sad,"'Hitler in My Heart LyricsAs I search for a piece of kindness\nAnd I find Hitler in my heart\n\nAnd he is whispering\n""As sure as love will spring\nFrom the Well of Blood in Vain, oh Jew!\nThe Well of Blood in Vain!""\nWoah, la, la, la, la, la, la\n\nAnd I fell into a deeper precipice\nWith mouths of rapists\nJaws dropped down\nJaws dropped down\nJaws dropped\nOh, woah\nOh, woah\n\nDon\'t punish me\nFor wanting your love inside of me\nDon\'t punish me\nFor wanting your love inside of me\n\nAnd I find Hitler in my heart\nFrom the corpses flowers grow\nAnd I find Hitler in my heart\nFrom the corpses flowers grow\n\nAnd I find Hitler in my heart\nFrom the corpses flowers grow\nFlowers grow\nFrom the corpses flowers grow\nFlowers growYou might also likeEmbed', 'default'",1
Big_Star___Big_Black_Car,sad,"""Big Black Car LyricsDriving in my big black car\nNothing can go wrong\nI'm going and I don't know how far\nSo, so long\nMaybe I'll sleep in a Holiday Inn\n\n[Chorus]\nNothing can hurt me\nNothing can touch me\nWhy should I care?\nDriving's a gas\nIt ain't gonna last\nSunny day, highway\nIf it rains it's all the same\nI can't feel a thing\nI can't feel a thing\nI've got a big black car\n\n[Chorus]\n\nThe lights above, oh yes\nI see the stars aboveYou might also like1Embed"", 'default'",1
Dead_Poetic___Long_Forgotten,anger,"""Long Forgotten LyricsFeeling low, like I'm ready to crack and\nSlowly moving from bending to breaking\nI stay diluted to avoid the pain\nBut I give her more than she can take\n\nI'm only killing the only haven\nThe still asylum I haven't destroyed yet\nAnd when it's gone I'm left with nothing\n\nThis isn't what we counted on\nThis isn't what we said it'd be\nThe fantasy is dead\nAnd I can't feel it\nThis isn't what we counted on\nThis isn't what we said it'd be\nThe fantasy is dead\nAnd long forgotten\nI told her she was killing me and\nShe said she was already dead\nEvery ounce of emotion fades\nAnd I promise you it'll end someday, I hope\n\nI'm only hoping that this is common\nShe's all I'm living with when all this fades away\nAnd when it's gone I'm left with nothing\n\nShe doesn't need it\nShe doesn't need it\nMy optimism is masking my failureYou might also likeEmbed"", 'default'",3
Fleetwood_Mac___Watch_Out,anger,"""Watch Out LyricsWatch out for me, woman\nAnd don't mind nobody else\nWatch out for me, woman\nAnd don't mind nobody else\nAin't got no crystal ball\nBut the future ain't hard to tell\n\nI love the woman\nI just can't stand to leave her be\nI love the woman\nI just can't stand to leave her be\nNow we got to get married\nAn' might even raise a whole family\nWatch out for me, woman, an'\nAnd don't mind nobody else\nWatch out for me, woman\nAnd don't mind nobody else\nAin't got no crystal ball\nBut the future - ain't hard to tellYou might also likeEmbed"", 'default'",3
Dar_Williams___Bought_and_Sold,anger,"""Bought and Sold Lyrics[Verse 1]\nWell we're heading for a past\nThat you leave, not defend\nWhere the downtowns hold the sadness of\nYou can't go back again\nIt's there you'll find the rust and debtors\nMotel signs with missing letters\n'Cause there's a monster on the outskirts\nSays it knows what your town needs\nThen it eats it up like nothing\nAnd it won't spit out the seeds\nAnd we can be the super shoppers\nWe can say we're really smart\nWe can say our town is doing fine\nWithout a beating heart\nWe can even say the money saved is all our own\n[Refrain]\nIt's bought and sold\nIt's bought and sold\n\n[Verse 2]\nAnd we're heading for a nasty business\nKeeps our country growing\nWhere the weapons that we're selling\nAre the only seeds we're sowing\nYou get to blow the fruits of all your labors\nSell F-16's to all the neighbors\nAnd we know that it's for money\nAnd that's how the west gets bargained\nYou the know the last time this happened\nEven Vietnam got jargoned\nAnd you can say they're out to hunt you\nYou can say they're out to fish you\nYou can join a gang of restless boys\nOr start your own militia\nYou can even say your violence is all your own\n\n[Refrain]\nIt's bought and sold\nIt's bought and sold\n\n[Verse 3]\nWell I look up to the people\nWho are less bought than I\nYou can show them what you're selling\nAnd they'll only ask you why\nAnd their paychecks don't have lots of zeros\nThey're my friends and they're my heroes\nAnd the TV sets are angry\n'Cause they just can't make 'em pay\nBut I like the way these people\nRead the signs and walk away\nAnd we can call ourselves the makers\nAnd the keepers of the times\nWe can spend our sand dollars\nAnd sand nickels and sand dimes\nWe can even say prosperity is all our own\nYou might also like[Refrain]\nIt's bought and sold\nIt's bought and sold\n\n[Outro]\nWe can even say our loneliness is all our own\nIt's bought and sold\nIt's bought and sold\nIt's bought and sold\nIt's bought and soldEmbed"", 'default'",3
Hope_Sandoval_and_the_Warm_Inventions___Suzanne,happy,"'Suzanne Lyrics[Verse 1]\nSuzanne is waiting at your doorway\nBut all she does is waste your time\nAnd she looks just like my sister\nBut she feels just like my man\n\n[Verse 2]\nAnd all the times I mean to tell her\nThe cats in here are overflown\nShe pulls aside a four-leaf clover\nAnd makes me feel right on my own\n[Chorus]\nSuzanne, Suzanne\nSuzanne, Suzanne\n\n[Verse 1]\nSuzanne is waiting at your doorway\nBut all she does is waste your time\nAnd she looks just like my sister\nBut she feels just like my man\n\n[Chorus]\nSuzanne, Suzanne\nSuzanne, Suzanne\n\n[Outro]\nSuzanne, Suzanne\nSuzanne, Suzanne\nSuzanne, SuzanneYou might also likeEmbed', 'default'",0
Diana_Krall___Im_Thru_With_Love,sad,"""I’m Thru With Love LyricsI'm through with love\nI'll never fall again\nSaid adieu to love\nDon't ever\nCall again\nFor I must have you or no one\nAnd so I'm through with love\n\nI've locked my heart\nI keep my feelings there\nI have stocked my heart with icy frigid air\nAnd I mean to care for no one\nBecause I'm through with love\nWhy did you lead me to think you could care?\nYou didn't need me\nFor you had your share\nOf slaves around you to hound you and swear\nWith deep emotion\n\nDevotion to you\nGoodbye to spring\nAnd all it meant to me\nIt could never bring the things that used to be\nFor I must have you or no one\nAnd so I'm through with loveSee Diana Krall LiveGet tickets as low as $67You might also likeEmbed"", 'default'",1
Aqua___My_Mamma_Said,sad,"""My Mamma Said LyricsWe dreamed a dream - woke up and lived it\nWe had the music in our hands\nThe drops of rain - became a river\nAnd now it's time to end this dance\n- So thank you\n\nMy mamma said that the best thing in life\nWas getting me\nAnd loving somebody higher than anything\nElse in this world baby\nMy mamma said that she would give her\nLife up for me\nMy mamma said that the worst thing in life\nIs getting used\nTo loving somebody higher than anything\nElse in this world baby\nKnowing you're going to\nKnowing you're going to - lose it all\n\nMamma don't leave - don't go\nDon't run - don't hide - don't cry\nDon't ever feel scared now\nMamma just crossed just crossed\nTo the parallel world\nShe crossed she crossed to the multiverse\nCircling protons - all vibrations\nCircling neutrons - all vibrations\nMamma just crossed just crossed to the parallel world\nShe crossed she crossed to the multiverse\nAnd now you're lying there - taking your last breath\nI'm holding back the tears - Oh mamma don't die\n\nMy mamma said...\n\nMamma hold on - give in - let go\nRelease yourself from everything out there\nMamma just crossed just crossed\nTo the parallel world\nShe crossed she crossed to the multiverse\nCircling electrons - all vibrations\nCircling electrons - all vibrations\nMamma just crossed just crossed to the parallel world\nShe crossed she crossed to the multiverse\nAnd now you're lying there - taking your last breath\nI'm holding back the tears - Oh mamma don't die\nYou might also likeMy mamma said...2Embed"", 'default'",1
Cherish_The_Ladies___Fair_And_Tender_Ladies,happy,"""Fair and Tender Ladies LyricsCome all ye fair and tender ladies\nTake warning how you court your men\nThey're like a star on a cloudy morning\nFirst they'll appear and then they're gone\n\nThey'll tell to you some loving story\nThey'll swear to you their love is true\nStraight way they'll go and court another\nAnd that's the love that they had for you\n\nOh don't you remember our days of courting\nYou told me that you would love me the best\nYou could make me believe by the fall of your eyes\nThat the sun rose in the west\nIf I had known before I courted\nThat love was such a killing thing\nI'd lock my heart in a box of golden\nAnd fasten it with a silver pin\n\nI wish I was a little sparrow\nAnd I had wings and I could fly\nI'd fly right home to my false true lover\nAnd when he'd ask, I would deny\n\nBut I am not some little sparrow\nI've no wings and I can't fly\nSo I'll stay right here with my grief and sorrow\nAnd let my life pass me by\n\nCome all ye fair and tender ladies\nTake warning how you court your men\nThey're like a star on a cloudy morning\nFirst they'll appear and then they're goneYou might also likeEmbed"", 'default'",0
Kaiser_Chiefs___Thank_You_Very_Much,sad,"""Thank You Very Much LyricsDidn't expect any of this\nBut it's really nice\nDidn't want you to cause a fuss\nBut it feels alright\n\nSo Thank you very much\nIts really nice to know\nThat you enjoyed the show\nAnd I want you to know when to go\nCos this should be a thrill\nBut it feels like a drill\nNow you must let me go, let me go\nI just imagine that I'm you\nAnd there's nothing nothing nothing I can't do\nI just imagine that I'm you\nAnd there's nothing nothing nothing I can't do\nI just imagine that I'm you\nAnd there's nothing nothing nothing I can't do\nI just imagine that I'm you\nAnd there's nothing nothing nothing I can't do\n\nI remember what it was like\nAnd it was really nice\nNever thought I would experience this\nFrom the other side\n\nSo Thank you very much\nIt's really nice to know\nThat you enjoyed the show\nAnd I want you to know when to go\nCos this should be a thrill\nBut it feels like a drill\nNow you must let me go, let me go\n\nI just imagine that I'm you\nAnd there's nothing nothing nothing I can't do\nI just imagine that I'm you\nAnd there's nothing nothing nothing I can't do\nI just imagine that I'm you\nAnd there's nothing nothing nothing I can't do\nI just imagine that I'm you\nAnd there's nothing nothing nothing I can't doYou might also likeEmbed"", 'default'",1
Alan_Jackson___Hole_In_The_Wall,happy,"'Hole in the Wall Lyrics[Verse 1]\nThere\'s a hole in the wall\nWhere a nail used to be\nA nail that held a picture of\nThe one that once held me\nNow that wall\'s tellin\' me\nWhat I don\'t wanna hear\nI\'m tired of the word ""fool""\nRingin\' in my ears\n\n[Chorus]\nOh I guess a saner man\nWould simply paint it\nBut I\'m not sane and after all\nIt\'s my wall, ain\'t it\nI\'ve got this hammer in my hand\nAnd when I\'m through\nThere\'ll be a hole in that wall\nBig enough to drive a truck through\n[Bridge]\nWhen you lose the greatest love\nYou\'ve ever had\nA little hole in the wall\nIs enough to drive you mad\n\n[Chorus]\nOh I guess a saner man\nWould simply paint it\nBut I\'m not sane and after all\nIt\'s my wall, ain\'t it\nI\'ve got this hammer in my hand\nAnd when I\'m through\nThere\'ll be a hole in that wall\nBig enough to drive a truck through\n\n[Outro]\nOh I\'ve got this hammer in my hand\nAnd when I\'m through\nThere\'ll be a hole in that wall\nBig enough to drive a truck throughYou might also likeEmbed', 'default'",0
